countryregion,countrycode,date,cases,death,popdata2019
Thailand,THA,18-Apr-20,0,0,69625581
Thailand,THA,19-Apr-20,33,0,69625581
Thailand,THA,20-Apr-20,32,0,69625581
Thailand,THA,21-Apr-20,27,0,69625581
Thailand,THA,22-Apr-20,19,1,69625581
Thailand,THA,23-Apr-20,28,2,69625581
Thailand,THA,24-Apr-20,0,0,69625581
Thailand,THA,25-Apr-20,15,0,69625581
Thailand,THA,26-Apr-20,68,1,69625581
Thailand,THA,27-Apr-20,0,0,69625581
Thailand,THA,28-Apr-20,16,3,69625581
Thailand,THA,29-Apr-20,0,0,69625581
Thailand,THA,30-Apr-20,16,0,69625581
Thailand,THA,01-May-20,6,0,69625581
Thailand,THA,02-May-20,0,0,69625581
Thailand,THA,03-May-20,6,0,69625581
Thailand,THA,04-May-20,3,0,69625581
Thailand,THA,05-May-20,18,0,69625581
Thailand,THA,06-May-20,1,0,69625581
Thailand,THA,07-May-20,1,1,69625581
Thailand,THA,08-May-20,3,0,69625581
Thailand,THA,09-May-20,8,0,69625581
Thailand,THA,10-May-20,4,1,69625581
Thailand,THA,11-May-20,11,0,69625581
Thailand,THA,12-May-20,0,0,69625581
Thailand,THA,13-May-20,2,0,69625581
Thailand,THA,14-May-20,0,0,69625581
Thailand,THA,15-May-20,1,0,69625581
Thailand,THA,16-May-20,7,0,69625581
Thailand,THA,17-May-20,3,0,69625581
Thailand,THA,18-May-20,0,0,69625581
Thailand,THA,19-May-20,3,0,69625581
Thailand,THA,20-May-20,3,0,69625581
Thailand,THA,21-May-20,0,0,69625581
Thailand,THA,22-May-20,3,0,69625581
Thailand,THA,23-May-20,3,0,69625581
Thailand,THA,24-May-20,0,0,69625581
Thailand,THA,25-May-20,2,1,69625581
Thailand,THA,26-May-20,0,0,69625581
Thailand,THA,27-May-20,3,0,69625581
Thailand,THA,28-May-20,9,0,69625581
Thailand,THA,29-May-20,11,0,69625581
Thailand,THA,30-May-20,11,0,69625581
Togo,TGO,07-Mar-20,1,0,8082359
Togo,TGO,15-Mar-20,0,0,8082359
Togo,TGO,16-Mar-20,0,0,8082359
Togo,TGO,17-Mar-20,0,0,8082359
Togo,TGO,18-Mar-20,0,0,8082359
Togo,TGO,19-Mar-20,0,0,8082359
Togo,TGO,20-Mar-20,0,0,8082359
Togo,TGO,21-Mar-20,8,0,8082359
Togo,TGO,22-Mar-20,6,0,8082359
Togo,TGO,23-Mar-20,0,0,8082359
Togo,TGO,24-Mar-20,3,0,8082359
Togo,TGO,25-Mar-20,0,0,8082359
Togo,TGO,26-Mar-20,5,0,8082359
Togo,TGO,27-Mar-20,1,0,8082359
Togo,TGO,28-Mar-20,1,1,8082359
Togo,TGO,29-Mar-20,3,0,8082359
Togo,TGO,30-Mar-20,2,0,8082359
Togo,TGO,31-Mar-20,4,0,8082359
Togo,TGO,01-Apr-20,0,0,8082359
Togo,TGO,02-Apr-20,2,1,8082359
Togo,TGO,03-Apr-20,3,0,8082359
Togo,TGO,04-Apr-20,1,1,8082359
Togo,TGO,05-Apr-20,1,0,8082359
Togo,TGO,06-Apr-20,3,0,8082359
Togo,TGO,07-Apr-20,14,0,8082359
Togo,TGO,08-Apr-20,7,0,8082359
Togo,TGO,09-Apr-20,5,0,8082359
Togo,TGO,10-Apr-20,3,0,8082359
Togo,TGO,11-Apr-20,3,0,8082359
Togo,TGO,12-Apr-20,0,0,8082359
Togo,TGO,13-Apr-20,0,0,8082359
Togo,TGO,14-Apr-20,1,0,8082359
Togo,TGO,15-Apr-20,0,0,8082359
Togo,TGO,16-Apr-20,4,0,8082359
Togo,TGO,17-Apr-20,0,2,8082359
Togo,TGO,18-Apr-20,2,0,8082359
Togo,TGO,19-Apr-20,1,0,8082359
Togo,TGO,20-Apr-20,0,0,8082359
Togo,TGO,21-Apr-20,0,1,8082359
Togo,TGO,22-Apr-20,2,0,8082359
Togo,TGO,23-Apr-20,2,0,8082359
Togo,TGO,24-Apr-20,0,0,8082359
Togo,TGO,25-Apr-20,2,0,8082359
Togo,TGO,26-Apr-20,6,0,8082359
Togo,TGO,27-Apr-20,2,0,8082359
Togo,TGO,28-Apr-20,1,0,8082359
Togo,TGO,29-Apr-20,0,0,8082359
Togo,TGO,30-Apr-20,10,1,8082359
Togo,TGO,01-May-20,7,2,8082359
Togo,TGO,02-May-20,7,0,8082359
Togo,TGO,03-May-20,0,0,8082359
Togo,TGO,04-May-20,1,0,8082359
Togo,TGO,05-May-20,2,0,8082359
Togo,TGO,06-May-20,2,0,8082359
Togo,TGO,07-May-20,0,0,8082359
Togo,TGO,08-May-20,7,0,8082359
Togo,TGO,09-May-20,10,1,8082359
Togo,TGO,10-May-20,8,0,8082359
Togo,TGO,11-May-20,21,1,8082359
Togo,TGO,12-May-20,7,0,8082359
Togo,TGO,13-May-20,18,0,8082359
Togo,TGO,14-May-20,20,0,8082359
Togo,TGO,15-May-20,19,0,8082359
Togo,TGO,16-May-20,25,0,8082359
Togo,TGO,17-May-20,35,0,8082359
Togo,TGO,18-May-20,3,0,8082359
Togo,TGO,19-May-20,29,1,8082359
Togo,TGO,20-May-20,8,0,8082359
Togo,TGO,21-May-20,2,0,8082359
Togo,TGO,22-May-20,14,0,8082359
Togo,TGO,23-May-20,9,0,8082359
Togo,TGO,24-May-20,10,0,8082359
Togo,TGO,25-May-20,8,0,8082359
Togo,TGO,26-May-20,5,1,8082359
Togo,TGO,27-May-20,5,0,8082359
Togo,TGO,28-May-20,4,0,8082359
Togo,TGO,29-May-20,27,0,8082359
Togo,TGO,30-May-20,6,0,8082359
Trinidad and Tobago,TTO,13-Mar-20,1,0,1394969
Trinidad and Tobago,TTO,14-Mar-20,1,0,1394969
Trinidad and Tobago,TTO,15-Mar-20,0,0,1394969
Trinidad and Tobago,TTO,16-Mar-20,2,0,1394969
Trinidad and Tobago,TTO,17-Mar-20,1,0,1394969
Trinidad and Tobago,TTO,18-Mar-20,2,0,1394969
Trinidad and Tobago,TTO,19-Mar-20,2,0,1394969
Trinidad and Tobago,TTO,20-Mar-20,0,0,1394969
Trinidad and Tobago,TTO,21-Mar-20,0,0,1394969
Trinidad and Tobago,TTO,22-Mar-20,40,0,1394969
Trinidad and Tobago,TTO,23-Mar-20,1,0,1394969
Trinidad and Tobago,TTO,24-Mar-20,1,0,1394969
Trinidad and Tobago,TTO,25-Mar-20,6,0,1394969
Trinidad and Tobago,TTO,26-Mar-20,3,1,1394969
Trinidad and Tobago,TTO,27-Mar-20,5,0,1394969
Trinidad and Tobago,TTO,28-Mar-20,1,1,1394969
Trinidad and Tobago,TTO,29-Mar-20,8,0,1394969
Trinidad and Tobago,TTO,30-Mar-20,4,1,1394969
Trinidad and Tobago,TTO,31-Mar-20,7,0,1394969
Trinidad and Tobago,TTO,01-Apr-20,2,0,1394969
Trinidad and Tobago,TTO,02-Apr-20,2,2,1394969
Trinidad and Tobago,TTO,03-Apr-20,8,1,1394969
Trinidad and Tobago,TTO,04-Apr-20,3,0,1394969
Trinidad and Tobago,TTO,05-Apr-20,3,0,1394969
Trinidad and Tobago,TTO,06-Apr-20,1,1,1394969
Trinidad and Tobago,TTO,07-Apr-20,1,1,1394969
Trinidad and Tobago,TTO,08-Apr-20,2,0,1394969
Trinidad and Tobago,TTO,09-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,10-Apr-20,2,0,1394969
Trinidad and Tobago,TTO,11-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,12-Apr-20,3,0,1394969
Trinidad and Tobago,TTO,13-Apr-20,1,0,1394969
Trinidad and Tobago,TTO,14-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,15-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,16-Apr-20,1,0,1394969
Trinidad and Tobago,TTO,17-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,18-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,19-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,20-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,21-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,22-Apr-20,1,0,1394969
Trinidad and Tobago,TTO,23-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,24-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,25-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,26-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,27-Apr-20,1,0,1394969
Trinidad and Tobago,TTO,28-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,29-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,30-Apr-20,0,0,1394969
Trinidad and Tobago,TTO,01-May-20,0,0,1394969
Trinidad and Tobago,TTO,02-May-20,0,0,1394969
Trinidad and Tobago,TTO,03-May-20,0,0,1394969
Trinidad and Tobago,TTO,04-May-20,0,0,1394969
Trinidad and Tobago,TTO,05-May-20,0,0,1394969
Trinidad and Tobago,TTO,06-May-20,0,0,1394969
Trinidad and Tobago,TTO,07-May-20,0,0,1394969
Trinidad and Tobago,TTO,08-May-20,0,0,1394969
Trinidad and Tobago,TTO,09-May-20,0,0,1394969
Trinidad and Tobago,TTO,10-May-20,0,0,1394969
Trinidad and Tobago,TTO,11-May-20,0,0,1394969
Trinidad and Tobago,TTO,12-May-20,0,0,1394969
Trinidad and Tobago,TTO,13-May-20,0,0,1394969
Trinidad and Tobago,TTO,14-May-20,0,0,1394969
Trinidad and Tobago,TTO,15-May-20,0,0,1394969
Trinidad and Tobago,TTO,16-May-20,0,0,1394969
Trinidad and Tobago,TTO,17-May-20,0,0,1394969
Trinidad and Tobago,TTO,18-May-20,0,0,1394969
Trinidad and Tobago,TTO,19-May-20,0,0,1394969
Trinidad and Tobago,TTO,20-May-20,0,0,1394969
Trinidad and Tobago,TTO,21-May-20,0,0,1394969
Trinidad and Tobago,TTO,22-May-20,0,0,1394969
Trinidad and Tobago,TTO,23-May-20,0,0,1394969
Trinidad and Tobago,TTO,24-May-20,0,0,1394969
Trinidad and Tobago,TTO,25-May-20,0,0,1394969
Trinidad and Tobago,TTO,26-May-20,0,0,1394969
Trinidad and Tobago,TTO,27-May-20,0,0,1394969
Trinidad and Tobago,TTO,28-May-20,0,0,1394969
Trinidad and Tobago,TTO,29-May-20,0,0,1394969
Trinidad and Tobago,TTO,30-May-20,0,0,1394969
Tunisia,TUN,03-Mar-20,1,0,11694721
Tunisia,TUN,10-Mar-20,1,0,11694721
Tunisia,TUN,11-Mar-20,3,0,11694721
Tunisia,TUN,12-Mar-20,2,0,11694721
Tunisia,TUN,13-Mar-20,6,0,11694721
Tunisia,TUN,14-Mar-20,3,0,11694721
Tunisia,TUN,15-Mar-20,0,0,11694721
Tunisia,TUN,16-Mar-20,2,0,11694721
Tunisia,TUN,17-Mar-20,2,0,11694721
Tunisia,TUN,18-Mar-20,4,0,11694721
Tunisia,TUN,19-Mar-20,5,0,11694721
Tunisia,TUN,20-Mar-20,10,0,11694721
Tunisia,TUN,21-Mar-20,15,1,11694721
Tunisia,TUN,22-Mar-20,6,0,11694721
Tunisia,TUN,23-Mar-20,15,2,11694721
Tunisia,TUN,24-Mar-20,14,0,11694721
Tunisia,TUN,25-Mar-20,25,0,11694721
Tunisia,TUN,26-Mar-20,59,2,11694721
Tunisia,TUN,27-Mar-20,0,0,11694721
Tunisia,TUN,28-Mar-20,54,1,11694721
Tunisia,TUN,29-Mar-20,0,0,11694721
Tunisia,TUN,30-Mar-20,51,2,11694721
Tunisia,TUN,31-Mar-20,34,0,11694721
Tunisia,TUN,01-Apr-20,50,1,11694721
Tunisia,TUN,02-Apr-20,32,1,11694721
Tunisia,TUN,03-Apr-20,61,3,11694721
Tunisia,TUN,04-Apr-20,0,0,11694721
Tunisia,TUN,05-Apr-20,40,5,11694721
Tunisia,TUN,06-Apr-20,58,1,11694721
Tunisia,TUN,07-Apr-20,21,3,11694721
Tunisia,TUN,08-Apr-20,22,0,11694721
Tunisia,TUN,09-Apr-20,27,1,11694721
Tunisia,TUN,10-Apr-20,20,2,11694721
Tunisia,TUN,11-Apr-20,28,0,11694721
Tunisia,TUN,12-Apr-20,14,3,11694721
Tunisia,TUN,13-Apr-20,22,3,11694721
Tunisia,TUN,14-Apr-20,19,3,11694721
Tunisia,TUN,15-Apr-20,21,0,11694721
Tunisia,TUN,16-Apr-20,33,1,11694721
Tunisia,TUN,17-Apr-20,42,2,11694721
Tunisia,TUN,18-Apr-20,42,0,11694721
Tunisia,TUN,19-Apr-20,2,0,11694721
Tunisia,TUN,20-Apr-20,13,1,11694721
Tunisia,TUN,21-Apr-20,5,0,11694721
Tunisia,TUN,22-Apr-20,17,0,11694721
Tunisia,TUN,23-Apr-20,0,0,11694721
Tunisia,TUN,24-Apr-20,17,0,11694721
Tunisia,TUN,25-Apr-20,4,0,11694721
Tunisia,TUN,26-Apr-20,17,0,11694721
Tunisia,TUN,27-Apr-20,10,0,11694721
Tunisia,TUN,28-Apr-20,18,1,11694721
Tunisia,TUN,29-Apr-20,8,1,11694721
Tunisia,TUN,30-Apr-20,5,0,11694721
Tunisia,TUN,01-May-20,14,0,11694721
Tunisia,TUN,02-May-20,4,1,11694721
Tunisia,TUN,03-May-20,11,1,11694721
Tunisia,TUN,04-May-20,4,0,11694721
Tunisia,TUN,05-May-20,5,1,11694721
Tunisia,TUN,06-May-20,4,0,11694721
Tunisia,TUN,07-May-20,3,0,11694721
Tunisia,TUN,08-May-20,1,1,11694721
Tunisia,TUN,09-May-20,4,1,11694721
Tunisia,TUN,10-May-20,2,0,11694721
Tunisia,TUN,11-May-20,0,0,11694721
Tunisia,TUN,12-May-20,0,0,11694721
Tunisia,TUN,13-May-20,0,0,11694721
Tunisia,TUN,14-May-20,0,0,11694721
Tunisia,TUN,15-May-20,0,0,11694721
Tunisia,TUN,16-May-20,3,0,11694721
Tunisia,TUN,17-May-20,0,0,11694721
Tunisia,TUN,18-May-20,2,0,11694721
Tunisia,TUN,19-May-20,6,1,11694721
Tunisia,TUN,20-May-20,1,1,11694721
Tunisia,TUN,21-May-20,1,0,11694721
Tunisia,TUN,22-May-20,1,0,11694721
Tunisia,TUN,23-May-20,2,0,11694721
Tunisia,TUN,24-May-20,0,1,11694721
Tunisia,TUN,25-May-20,3,0,11694721
Tunisia,TUN,26-May-20,0,0,11694721
Tunisia,TUN,27-May-20,0,0,11694721
Tunisia,TUN,28-May-20,0,0,11694721
Tunisia,TUN,29-May-20,17,0,11694721
Tunisia,TUN,30-May-20,3,0,11694721
Turkey,TUR,12-Mar-20,1,0,82003882
Turkey,TUR,13-Mar-20,1,0,82003882
Turkey,TUR,16-Mar-20,16,0,82003882
Turkey,TUR,17-Mar-20,29,0,82003882
Turkey,TUR,18-Mar-20,51,0,82003882
Turkey,TUR,19-Mar-20,93,1,82003882
Turkey,TUR,20-Mar-20,168,3,82003882
Turkey,TUR,21-Mar-20,311,5,82003882
Turkey,TUR,22-Mar-20,277,12,82003882
Turkey,TUR,23-Mar-20,289,9,82003882
Turkey,TUR,24-Mar-20,293,7,82003882
Turkey,TUR,25-Mar-20,343,7,82003882
Turkey,TUR,26-Mar-20,561,15,82003882
Turkey,TUR,27-Mar-20,1196,16,82003882
Turkey,TUR,28-Mar-20,2069,17,82003882
Turkey,TUR,29-Mar-20,1704,16,82003882
Turkey,TUR,30-Mar-20,1815,23,82003882
Turkey,TUR,31-Mar-20,1610,37,82003882
Turkey,TUR,01-Apr-20,2704,46,82003882
Turkey,TUR,02-Apr-20,2148,63,82003882
Turkey,TUR,03-Apr-20,2456,79,82003882
Turkey,TUR,04-Apr-20,2786,69,82003882
Turkey,TUR,05-Apr-20,3013,76,82003882
Turkey,TUR,06-Apr-20,3135,73,82003882
Turkey,TUR,07-Apr-20,3148,75,82003882
Turkey,TUR,08-Apr-20,3892,76,82003882
Turkey,TUR,09-Apr-20,4117,87,82003882
Turkey,TUR,10-Apr-20,4056,96,82003882
Turkey,TUR,11-Apr-20,4747,98,82003882
Turkey,TUR,12-Apr-20,5138,95,82003882
Turkey,TUR,13-Apr-20,4789,97,82003882
Turkey,TUR,14-Apr-20,4093,98,82003882
Turkey,TUR,15-Apr-20,4062,107,82003882
Turkey,TUR,16-Apr-20,4281,115,82003882
Turkey,TUR,17-Apr-20,4801,125,82003882
Turkey,TUR,18-Apr-20,4353,126,82003882
Turkey,TUR,19-Apr-20,3783,121,82003882
Turkey,TUR,20-Apr-20,3977,127,82003882
Turkey,TUR,21-Apr-20,4674,123,82003882
Turkey,TUR,22-Apr-20,4611,119,82003882
Turkey,TUR,23-Apr-20,3083,117,82003882
Turkey,TUR,24-Apr-20,3116,115,82003882
Turkey,TUR,25-Apr-20,3122,109,82003882
Turkey,TUR,26-Apr-20,2861,106,82003882
Turkey,TUR,27-Apr-20,2357,99,82003882
Turkey,TUR,28-Apr-20,2131,95,82003882
Turkey,TUR,29-Apr-20,2392,92,82003882
Turkey,TUR,30-Apr-20,2936,89,82003882
Turkey,TUR,01-May-20,2615,93,82003882
Turkey,TUR,02-May-20,2188,84,82003882
Turkey,TUR,03-May-20,1983,78,82003882
Turkey,TUR,04-May-20,1670,61,82003882
Turkey,TUR,05-May-20,1614,64,82003882
Turkey,TUR,06-May-20,1832,59,82003882
Turkey,TUR,07-May-20,2253,64,82003882
Turkey,TUR,08-May-20,1977,57,82003882
Turkey,TUR,09-May-20,1848,48,82003882
Turkey,TUR,10-May-20,1546,50,82003882
Turkey,TUR,11-May-20,1542,47,82003882
Turkey,TUR,12-May-20,1114,55,82003882
Turkey,TUR,13-May-20,1704,53,82003882
Turkey,TUR,14-May-20,1639,58,82003882
Turkey,TUR,15-May-20,1635,55,82003882
Turkey,TUR,16-May-20,1708,48,82003882
Turkey,TUR,17-May-20,1610,41,82003882
Turkey,TUR,18-May-20,1368,44,82003882
Turkey,TUR,19-May-20,1158,31,82003882
Turkey,TUR,20-May-20,1022,28,82003882
Turkey,TUR,21-May-20,972,23,82003882
Turkey,TUR,22-May-20,961,27,82003882
Turkey,TUR,23-May-20,952,27,82003882
Turkey,TUR,24-May-20,1186,32,82003882
Turkey,TUR,25-May-20,1141,32,82003882
Turkey,TUR,26-May-20,987,29,82003882
Turkey,TUR,27-May-20,948,28,82003882
Turkey,TUR,28-May-20,1035,34,82003882
Turkey,TUR,29-May-20,1182,30,82003882
Turkey,TUR,30-May-20,1141,28,82003882
Uganda,UGA,22-Mar-20,1,0,44269587
Uganda,UGA,23-Mar-20,0,0,44269587
Uganda,UGA,24-Mar-20,8,0,44269587
Uganda,UGA,25-Mar-20,0,0,44269587
Uganda,UGA,26-Mar-20,5,0,44269587
Uganda,UGA,27-Mar-20,0,0,44269587
Uganda,UGA,28-Mar-20,0,0,44269587
Uganda,UGA,29-Mar-20,16,0,44269587
Uganda,UGA,30-Mar-20,3,0,44269587
Uganda,UGA,31-Mar-20,0,0,44269587
Uganda,UGA,01-Apr-20,11,0,44269587
Uganda,UGA,02-Apr-20,0,0,44269587
Uganda,UGA,03-Apr-20,1,0,44269587
Uganda,UGA,04-Apr-20,3,0,44269587
Uganda,UGA,05-Apr-20,0,0,44269587
Uganda,UGA,06-Apr-20,4,0,44269587
Uganda,UGA,07-Apr-20,0,0,44269587
Uganda,UGA,08-Apr-20,0,0,44269587
Uganda,UGA,09-Apr-20,1,0,44269587
Uganda,UGA,10-Apr-20,0,0,44269587
Uganda,UGA,11-Apr-20,0,0,44269587
Uganda,UGA,12-Apr-20,0,0,44269587
Uganda,UGA,13-Apr-20,1,0,44269587
Uganda,UGA,14-Apr-20,0,0,44269587
Uganda,UGA,15-Apr-20,1,0,44269587
Uganda,UGA,16-Apr-20,0,0,44269587
Uganda,UGA,17-Apr-20,0,0,44269587
Uganda,UGA,18-Apr-20,0,0,44269587
Uganda,UGA,19-Apr-20,0,0,44269587
Uganda,UGA,20-Apr-20,0,0,44269587
Uganda,UGA,21-Apr-20,1,0,44269587
Uganda,UGA,22-Apr-20,2,0,44269587
Uganda,UGA,23-Apr-20,3,0,44269587
Uganda,UGA,24-Apr-20,13,0,44269587
Uganda,UGA,25-Apr-20,1,0,44269587
Uganda,UGA,26-Apr-20,0,0,44269587
Uganda,UGA,27-Apr-20,4,0,44269587
Uganda,UGA,28-Apr-20,0,0,44269587
Uganda,UGA,29-Apr-20,0,0,44269587
Uganda,UGA,30-Apr-20,2,0,44269587
Uganda,UGA,01-May-20,2,0,44269587
Uganda,UGA,02-May-20,2,0,44269587
Uganda,UGA,03-May-20,3,0,44269587
Uganda,UGA,04-May-20,1,0,44269587
Uganda,UGA,05-May-20,8,0,44269587
Uganda,UGA,06-May-20,1,0,44269587
Uganda,UGA,07-May-20,0,0,44269587
Uganda,UGA,08-May-20,3,0,44269587
Uganda,UGA,09-May-20,0,0,44269587
Uganda,UGA,10-May-20,15,0,44269587
Uganda,UGA,11-May-20,5,0,44269587
Uganda,UGA,12-May-20,1,0,44269587
Uganda,UGA,13-May-20,4,0,44269587
Uganda,UGA,14-May-20,13,0,44269587
Uganda,UGA,15-May-20,21,0,44269587
Uganda,UGA,16-May-20,43,0,44269587
Uganda,UGA,17-May-20,24,0,44269587
Uganda,UGA,18-May-20,0,0,44269587
Uganda,UGA,19-May-20,33,0,44269587
Uganda,UGA,20-May-20,0,0,44269587
Uganda,UGA,22-May-20,15,0,44269587
Uganda,UGA,23-May-20,15,0,44269587
Uganda,UGA,24-May-20,23,0,44269587
Uganda,UGA,25-May-20,14,0,44269587
Uganda,UGA,26-May-20,10,0,44269587
Uganda,UGA,27-May-20,31,0,44269587
Uganda,UGA,28-May-20,28,0,44269587
Uganda,UGA,29-May-20,36,0,44269587
Uganda,UGA,30-May-20,12,0,44269587
Ukraine,UKR,04-Mar-20,1,0,43993643
Ukraine,UKR,13-Mar-20,2,0,43993643
Ukraine,UKR,16-Mar-20,0,0,43993643
Ukraine,UKR,17-Mar-20,2,0,43993643
Ukraine,UKR,18-Mar-20,9,0,43993643
Ukraine,UKR,19-Mar-20,5,2,43993643
Ukraine,UKR,20-Mar-20,7,0,43993643
Ukraine,UKR,21-Mar-20,0,1,43993643
Ukraine,UKR,22-Mar-20,15,0,43993643
Ukraine,UKR,23-Mar-20,6,0,43993643
Ukraine,UKR,24-Mar-20,26,0,43993643
Ukraine,UKR,25-Mar-20,11,0,43993643
Ukraine,UKR,26-Mar-20,29,1,43993643
Ukraine,UKR,27-Mar-20,43,1,43993643
Ukraine,UKR,28-Mar-20,62,0,43993643
Ukraine,UKR,29-Mar-20,93,3,43993643
Ukraine,UKR,30-Mar-20,107,1,43993643
Ukraine,UKR,31-Mar-20,62,2,43993643
Ukraine,UKR,01-Apr-20,69,2,43993643
Ukraine,UKR,02-Apr-20,245,7,43993643
Ukraine,UKR,03-Apr-20,10,0,43993643
Ukraine,UKR,04-Apr-20,183,3,43993643
Ukraine,UKR,05-Apr-20,109,5,43993643
Ukraine,UKR,06-Apr-20,155,4,43993643
Ukraine,UKR,07-Apr-20,68,6,43993643
Ukraine,UKR,08-Apr-20,143,7,43993643
Ukraine,UKR,09-Apr-20,206,7,43993643
Ukraine,UKR,10-Apr-20,224,5,43993643
Ukraine,UKR,11-Apr-20,311,12,43993643
Ukraine,UKR,12-Apr-20,308,4,43993643
Ukraine,UKR,13-Apr-20,266,10,43993643
Ukraine,UKR,14-Apr-20,325,10,43993643
Ukraine,UKR,15-Apr-20,270,5,43993643
Ukraine,UKR,16-Apr-20,789,18,43993643
Ukraine,UKR,17-Apr-20,301,9,43993643
Ukraine,UKR,18-Apr-20,644,8,43993643
Ukraine,UKR,19-Apr-20,343,8,43993643
Ukraine,UKR,20-Apr-20,261,10,43993643
Ukraine,UKR,21-Apr-20,415,10,43993643
Ukraine,UKR,22-Apr-20,467,13,43993643
Ukraine,UKR,23-Apr-20,578,13,43993643
Ukraine,UKR,24-Apr-20,477,6,43993643
Ukraine,UKR,25-Apr-20,478,8,43993643
Ukraine,UKR,26-Apr-20,492,8,43993643
Ukraine,UKR,27-Apr-20,392,11,43993643
Ukraine,UKR,28-Apr-20,0,0,43993643
Ukraine,UKR,29-Apr-20,401,19,43993643
Ukraine,UKR,30-Apr-20,456,11,43993643
Ukraine,UKR,01-May-20,540,0,43993643
Ukraine,UKR,02-May-20,455,29,43993643
Ukraine,UKR,03-May-20,550,0,43993643
Ukraine,UKR,04-May-20,502,9,43993643
Ukraine,UKR,05-May-20,418,15,43993643
Ukraine,UKR,06-May-20,366,13,43993643
Ukraine,UKR,07-May-20,487,11,43993643
Ukraine,UKR,08-May-20,507,13,43993643
Ukraine,UKR,09-May-20,504,21,43993643
Ukraine,UKR,10-May-20,515,15,43993643
Ukraine,UKR,11-May-20,522,15,43993643
Ukraine,UKR,12-May-20,416,17,43993643
Ukraine,UKR,13-May-20,375,17,43993643
Ukraine,UKR,14-May-20,402,14,43993643
Ukraine,UKR,15-May-20,422,17,43993643
Ukraine,UKR,16-May-20,483,27,43993643
Ukraine,UKR,17-May-20,528,14,43993643
Ukraine,UKR,18-May-20,433,17,43993643
Ukraine,UKR,19-May-20,325,21,43993643
Ukraine,UKR,20-May-20,260,13,43993643
Ukraine,UKR,21-May-20,354,16,43993643
Ukraine,UKR,22-May-20,476,15,43993643
Ukraine,UKR,23-May-20,442,9,43993643
Ukraine,UKR,24-May-20,432,17,43993643
Ukraine,UKR,25-May-20,406,12,43993643
Ukraine,UKR,26-May-20,259,6,43993643
Ukraine,UKR,27-May-20,339,21,43993643
Ukraine,UKR,28-May-20,0,0,43993643
Ukraine,UKR,29-May-20,798,25,43993643
Ukraine,UKR,30-May-20,822,27,43993643
United Arab Emirates,ARE,27-Jan-20,1,0,9770526
United Arab Emirates,ARE,28-Jan-20,0,0,9770526
United Arab Emirates,ARE,29-Jan-20,0,0,9770526
United Arab Emirates,ARE,30-Jan-20,3,0,9770526
United Arab Emirates,ARE,31-Jan-20,0,0,9770526
United Arab Emirates,ARE,01-Feb-20,0,0,9770526
United Arab Emirates,ARE,02-Feb-20,1,0,9770526
United Arab Emirates,ARE,03-Feb-20,0,0,9770526
United Arab Emirates,ARE,04-Feb-20,0,0,9770526
United Arab Emirates,ARE,05-Feb-20,0,0,9770526
United Arab Emirates,ARE,06-Feb-20,0,0,9770526
United Arab Emirates,ARE,07-Feb-20,0,0,9770526
United Arab Emirates,ARE,08-Feb-20,2,0,9770526
United Arab Emirates,ARE,09-Feb-20,0,0,9770526
United Arab Emirates,ARE,10-Feb-20,0,0,9770526
United Arab Emirates,ARE,11-Feb-20,1,0,9770526
United Arab Emirates,ARE,12-Feb-20,0,0,9770526
United Arab Emirates,ARE,13-Feb-20,0,0,9770526
United Arab Emirates,ARE,14-Feb-20,0,0,9770526
United Arab Emirates,ARE,15-Feb-20,0,0,9770526
United Arab Emirates,ARE,16-Feb-20,0,0,9770526
United Arab Emirates,ARE,17-Feb-20,1,0,9770526
United Arab Emirates,ARE,18-Feb-20,0,0,9770526
United Arab Emirates,ARE,19-Feb-20,0,0,9770526
United Arab Emirates,ARE,20-Feb-20,0,0,9770526
United Arab Emirates,ARE,21-Feb-20,0,0,9770526
United Arab Emirates,ARE,22-Feb-20,2,0,9770526
United Arab Emirates,ARE,23-Feb-20,2,0,9770526
United Arab Emirates,ARE,24-Feb-20,0,0,9770526
United Arab Emirates,ARE,25-Feb-20,0,0,9770526
United Arab Emirates,ARE,26-Feb-20,0,0,9770526
United Arab Emirates,ARE,27-Feb-20,0,0,9770526
United Arab Emirates,ARE,28-Feb-20,6,0,9770526
United Arab Emirates,ARE,29-Feb-20,0,0,9770526
United Arab Emirates,ARE,01-Mar-20,2,0,9770526
United Arab Emirates,ARE,02-Mar-20,0,0,9770526
United Arab Emirates,ARE,04-Mar-20,6,0,9770526
United Arab Emirates,ARE,06-Mar-20,2,0,9770526
